Unnamed: 0.1,Unnamed: 0,verdict,statement_originator,statement_x,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity_GPT3_wNV,Fact_assessment_GPT3_wNV,Offensive Assessment,statement_y,Toxicity_GPT4_without_NV,Fact assessment_GPT4_without_NV,statement_z,Toxicity_GPT4_with_NV,Fact assessment_GPT4_with_NV,statement_w_x,Toxicity_GPT3_without_NV_x,Fact assessment_GPT3_without_NV_x,statement_w_y,Toxicity_GPT3_without_NV_y,Fact assessment_GPT3_without_NV_y,Toxicity,Fact assessment,Source Verification,Fact Assessment,Image assessment
358,9400,mostly-true,Edward Snowden,"""Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.""",4/5/2015,news,Katie Sanders,4/9/2015,https://www.politifact.com/factchecks/2015/apr/09/edward-snowden/fact-checking-john-olivers-interview-edward-snowde/,2,No verdict,,,,,"""Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.""",1.0,No verdict,"""Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.""",3.0,false,"""Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.""",3.0,false,1,True,,,
359,14642,mostly-true,Tammy Baldwin,"""Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.""",1/2/2019,social_media,D.L. Davis,1/8/2019,https://www.politifact.com/factchecks/2019/jan/09/tammy-baldwin/sen-tammy-baldwin-makes-hay-farm-claim/,1,'true',,,,,"""Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.""",1.0,no verdict,"""Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.""",1.0,true,"""Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.""",1.0,true,2,True,,,
360,7422,mostly-false,Jennifer Granholm,"Says Hillary Clinton ""abided by the ethics agreement"" between the Clinton Foundation and the Obama administration.",8/10/2016,news,Linda Qiu,8/24/2016,https://www.politifact.com/factchecks/2016/aug/24/jennifer-granholm/clinton-surrogate-spins-clinton-foundation-defense/,2,'false',,,,,"Says Hillary Clinton ""abided by the ethics agreement"" between the Clinton Foundation and the Obama administration.",1.0,No verdict,"Says Hillary Clinton ""abided by the ethics agreement"" between the Clinton Foundation and the Obama administration.",2.0,True,"Says Hillary Clinton ""abided by the ethics agreement"" between the Clinton Foundation and the Obama administration.",2.0,True,1,True,,,
361,12460,false,Chris Abele,"""We’re second only to Boston in college students per capita.""",10/1/2013,speech,Dave Umhoefer,10/27/2013,https://www.politifact.com/factchecks/2013/oct/27/chris-abele/chris-abele-says-milwaukee-area-trails-only-boston/,1,'true',,,,,"""We’re second only to Boston in college students per capita.""",1.0,No verdict,"""We’re second only to Boston in college students per capita.""",1.0,'true',"""We’re second only to Boston in college students per capita.""",1.0,'true',1,'false',,,
362,8170,true,Tim Kaine,"Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident.""",10/4/2016,speech,Jon Greenberg,10/5/2016,https://www.politifact.com/factchecks/2016/oct/05/tim-kaine/kaine-police-stopped-slain-minnesota-driver-over-4/,2,true,,,,,"Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident.""",1.0,true,"Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident.""",1.0,true,"Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident.""",1.0,true,1,True,,,
363,15536,false,Jeff Greene,"""Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.""",7/31/2010,campaign,Aaron Sharockman,8/3/2010,https://www.politifact.com/factchecks/2010/aug/03/jeff-greene/kendrick-meek-second-most-corrupt-democrat-congres/,3,'true',,,,,"""Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.""",1.0,True,"""Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.""",2.0,False,"""Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.""",2.0,False,1,True,,,
364,2360,mostly-false,Joni Ernst,"""94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.""",9/28/2014,speech,Louis Jacobson,9/30/2014,https://www.politifact.com/factchecks/2014/sep/30/joni-ernst/joni-ernst-says-94-percent-education-department-em/,2,'no verdict',,,,,"""94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.""",1.0,No verdict,"""94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.""",1.0,false,"""94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.""",1.0,false,1,False,,,
365,6500,false,Facebook posts,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",3/2/2022,social_media,Monique Curet,3/9/2022,https://www.politifact.com/factchecks/2022/mar/09/facebook-posts/footage-shows-star-wars-aircraft-not-fighting-ukra/,1,False,,,,,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",1.0,No verdict,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",1.0,false,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",1.0,false,1,False,,,
366,19094,pants-fire,Michael Steele,"The Department of Veterans Affairs has ""a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.""",8/25/2009,news,Robert Farley,8/25/2009,https://www.politifact.com/factchecks/2009/aug/25/michael-steele/rnc-chairman-michael-steele-says-va-has-manual-enc/,1,False,Content Moderation,,,,"The Department of Veterans Affairs has ""a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.""",1.0,false,"The Department of Veterans Affairs has ""a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.""",8.0,False,"The Department of Veterans Affairs has ""a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.""",8.0,False,1,false,,,
367,4841,mostly-true,Gina Raimondo,"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",7/10/2011,news,C. Eugene Emery Jr.,7/24/2011,https://www.politifact.com/factchecks/2011/jul/24/gina-raimondo/ri-treasurer-raimondo-says-60-year-olds-401ks-typi/,1,true,,,,,"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",1.0,No verdict,"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",1.0,true,"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",1.0,true,1,True,,,
368,13521,false,Viral image,"Says a Vox headline said, ""teaching children the Bunny Ear method for tying their shoes"" is racist.",11/29/2021,social_media,Ciara O'Rourke,11/30/2021,https://www.politifact.com/factchecks/2021/nov/30/viral-image/no-isnt-real-vox-headline-about-racist-shoe-tying-/,8,False,,,,,"Says a Vox headline said, ""teaching children the Bunny Ear method for tying their shoes"" is racist.",1.0,no verdict,"Says a Vox headline said, ""teaching children the Bunny Ear method for tying their shoes"" is racist.",6.0,false,"Says a Vox headline said, ""teaching children the Bunny Ear method for tying their shoes"" is racist.",6.0,false,1,False,,,
369,16023,false,Glenn Grothman,"""The fundraising numbers are in, and our grassroots support is unmatched!""",7/15/2014,social_media,Dave Umhoefer,7/27/2014,https://www.politifact.com/factchecks/2014/jul/27/glenn-grothman/glenn-grothman-says-he-leads-grassroots-financial-/,1,'true',,,,,"""The fundraising numbers are in, and our grassroots support is unmatched!""",1.0,No verdict,"""The fundraising numbers are in, and our grassroots support is unmatched!""",1.0,true,"""The fundraising numbers are in, and our grassroots support is unmatched!""",1.0,true,1,Unverifiable,,,
370,16740,half-true,Sergio Marchionne,"""Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.""",5/24/2011,news,Robert Farley,5/26/2011,https://www.politifact.com/factchecks/2011/may/26/sergio-marchionne/ceo-says-chrysler-group-now-square-american-taxpay/,1,'true',,,,,"""Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.""",1.0,No verdict,"""Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.""",1.0,'true',"""Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.""",1.0,'true',1,Unverifiable,,,
371,17510,half-true,Democratic National Committee,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",5/22/2011,advertisement,Angie Drobnic Holan,5/26/2011,https://www.politifact.com/factchecks/2011/may/26/democratic-national-committee/tim-pawlenty-eliminated-health-insurance-33000-min/,1,'true',,,,,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",,No verdict,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",2.0,True,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",2.0,True,1,Unverified,,,
372,2780,true,Charlie Hales,"Says ""streetcars carry more people than buses … you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.""",2/12/2012,news,Ian K. Kullgren,4/3/2012,https://www.politifact.com/factchecks/2012/apr/03/charlie-hales/do-streetcars-really-beat-out-buses-capacity-rider/,1,'no verdict',,,,,"Says ""streetcars carry more people than buses … you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.""",1.0,No verdict,"Says ""streetcars carry more people than buses … you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.""",1.0,true,"Says ""streetcars carry more people than buses … you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.""",1.0,true,1,Requires fact-checking,,,
373,3057,pants-fire,Bloggers,"Video shows the Jan. 6 Capitol riot was a ""completely peaceful protest.""",6/1/2021,blog,Ciara O'Rourke,6/4/2021,https://www.politifact.com/factchecks/2021/jun/04/blog-posting/no-riot-capitol-jan-6-wasnt-completely-peaceful-pr/,10,False,,,,,"Video shows the Jan. 6 Capitol riot was a ""completely peaceful protest.""",1.0,False,"Video shows the Jan. 6 Capitol riot was a ""completely peaceful protest.""",8.0,False,"Video shows the Jan. 6 Capitol riot was a ""completely peaceful protest.""",8.0,False,1,False,,,
374,20872,half-true,Freedom PAC,"U.S. Sen. Bill Nelson ""chose to side with President Obama"" against the Keystone pipeline",4/30/2012,advertisement,Katie Sanders,5/9/2012,https://www.politifact.com/factchecks/2012/may/09/freedom-pac/pro-connie-mack-super-pac-says-nelson-sides-obama-/,3,'no verdict',,,,,"U.S. Sen. Bill Nelson ""chose to side with President Obama"" against the Keystone pipeline",1.0,No verdict,"U.S. Sen. Bill Nelson ""chose to side with President Obama"" against the Keystone pipeline",3.0,false,"U.S. Sen. Bill Nelson ""chose to side with President Obama"" against the Keystone pipeline",3.0,false,1,True,,,
375,12735,mostly-true,John McCain,"""We spent $3-million of your money to study the DNA of bears.""",8/16/2008,other,Kathryn A. Wolfe,8/25/2008,https://www.politifact.com/factchecks/2008/aug/25/john-mccain/mccains-bear-story-is-no-bull/,2,True,,,,,"""We spent $3-million of your money to study the DNA of bears.""",1.0,No verdict,"""We spent $3-million of your money to study the DNA of bears.""",2.0,True,"""We spent $3-million of your money to study the DNA of bears.""",2.0,True,1,Unverifiable,,,
376,12937,half-true,Bill Clinton,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",8/5/2019,social_media,Jon Greenberg,8/7/2019,https://www.politifact.com/factchecks/2019/aug/07/bill-clinton/did-mass-shooting-deaths-fall-under-1994-assault-w/,1,true,,,,,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",1.0,True,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",1.0,True,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",1.0,True,1,true,,,
377,8816,mostly-false,Mike Pence,"Says Hillary Clinton and Tim Kaine ""want to expand (Obamacare) into a single-payer program.""",10/4/2016,speech,C. Eugene Emery Jr.,10/5/2016,https://www.politifact.com/factchecks/2016/oct/05/mike-pence/mike-pence-says-hillary-clinton-want-turn-obamacar/,2,'true',,,,,"Says Hillary Clinton and Tim Kaine ""want to expand (Obamacare) into a single-payer program.""",,False,"Says Hillary Clinton and Tim Kaine ""want to expand (Obamacare) into a single-payer program.""",1.0,False,"Says Hillary Clinton and Tim Kaine ""want to expand (Obamacare) into a single-payer program.""",1.0,False,1,False,,,
378,20770,pants-fire,Facebook posts,"Says Jill Biden said, ""all Americans will be required to learn Spanish when we win""",8/26/2020,social_media,Amy Sherman,8/28/2020,https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/jill-biden-has-not-called-mandatory-spanish-if-joe/,1,False,,,,,"Says Jill Biden said, ""all Americans will be required to learn Spanish when we win""",1.0,False,"Says Jill Biden said, ""all Americans will be required to learn Spanish when we win""",1.0,false,"Says Jill Biden said, ""all Americans will be required to learn Spanish when we win""",1.0,false,1,False,,,
379,21091,false,Viral image,"""Lego unveils new genderless bricks with no male/female connectors.""",5/21/2021,social_media,Ciara O'Rourke,5/26/2021,https://www.politifact.com/factchecks/2021/may/26/viral-image/headline-about-lego-debuting-genderless-bricks-sat/,1,true,,,,,"""Lego unveils new genderless bricks with no male/female connectors.""",1.0,False,"""Lego unveils new genderless bricks with no male/female connectors.""",1.0,True,"""Lego unveils new genderless bricks with no male/female connectors.""",1.0,True,1,False,,,
380,1428,false,Facebook posts,"Says C.S. Lewis wrote, ""They believed blindly everything they heard or read in the papers. They gave up their freedoms.""",2/7/2022,social_media,Ciara O'Rourke,2/10/2022,https://www.politifact.com/factchecks/2022/feb/10/facebook-posts/cs-lewis-didnt-write-pandemic-passage/,1,'false',,,,,"Says C.S. Lewis wrote, ""They believed blindly everything they heard or read in the papers. They gave up their freedoms.""",1.0,False,"Says C.S. Lewis wrote, ""They believed blindly everything they heard or read in the papers. They gave up their freedoms.""",2.0,True,"Says C.S. Lewis wrote, ""They believed blindly everything they heard or read in the papers. They gave up their freedoms.""",2.0,True,1,False,,,
381,11081,mostly-false,Phil King,Says families now pay out 40 percent of their income to taxes.,1/13/2011,news,W. Gardner Selby,2/22/2011,https://www.politifact.com/factchecks/2011/feb/22/phil-king/phil-king-says-40-percent-family-incomes-goes-taxe/,1,False,,,,,Says families now pay out 40 percent of their income to taxes.,,No verdict,Says families now pay out 40 percent of their income to taxes.,1.0,false,Says families now pay out 40 percent of their income to taxes.,1.0,false,1,False,,,
382,6371,half-true,Barack Obama,"Thanks to the Trans-Pacific Partnership, ""Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.""",8/2/2016,news,Allison Graves,8/4/2016,https://www.politifact.com/factchecks/2016/aug/04/barack-obama/barack-obama-jumps-gun-discussing-tpp-and-vietname/,1,'true',,,,,"Thanks to the Trans-Pacific Partnership, ""Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.""",1.0,No verdict,"Thanks to the Trans-Pacific Partnership, ""Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.""",1.0,true,"Thanks to the Trans-Pacific Partnership, ""Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.""",1.0,true,1,True,,,
383,11302,false,Donald Trump,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",7/11/2015,speech,Louis Jacobson,7/20/2015,https://www.politifact.com/factchecks/2015/jul/20/donald-trump/donald-trump-says-if-youre-syria-and-christianyou-/,10,'false',,,,,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",1.0,false,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",8.0,False,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",8.0,False,1,False,,,
384,8236,mostly-false,National Rifle Association,"Says ""Joe Biden calls for gun ban.""",6/17/2019,social_media,Ciara O'Rourke,7/9/2019,https://www.politifact.com/factchecks/2019/jul/09/national-rifle-association/joe-biden-says-he-will-champion-ban-assault-weapon/,1,no verdict,,,,,"Says ""Joe Biden calls for gun ban.""",1.0,No verdict,"Says ""Joe Biden calls for gun ban.""",2.0,False,"Says ""Joe Biden calls for gun ban.""",2.0,False,1,False,,,
385,5132,mostly-false,Rick Santorum,"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America.""",4/10/2015,speech,Louis Jacobson,4/15/2015,https://www.politifact.com/factchecks/2015/apr/15/rick-santorum/book-howard-zinn-most-popular-high-school-history-/,3,False,,,,,"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America.""",1.0,False,"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America.""",3.0,False,"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America.""",3.0,False,1,False,,,
386,1305,half-true,John Oliver,"Says ""Florida is a model"" for successful pretrial release programs.",6/7/2015,other,Katie Sanders,6/12/2015,https://www.politifact.com/factchecks/2015/jun/12/john-oliver/john-oliver-hails-pretrial-services-florida-progre/,1,'false',,,,,"Says ""Florida is a model"" for successful pretrial release programs.",1.0,No verdict,"Says ""Florida is a model"" for successful pretrial release programs.",1.0,true,"Says ""Florida is a model"" for successful pretrial release programs.",1.0,true,1,Unverifiable,,,
387,4348,mostly-true,Mike Collins,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",8/1/2013,news,Eric Stirgus,8/9/2013,https://www.politifact.com/factchecks/2013/aug/09/mike-collins/does-truck-claim-carry-its-weight-accuracy/,1,'true',,,,,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",1.0,No verdict,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",1.0,true,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",1.0,true,1,Unverifiable,,,
388,7302,half-true,Great America PAC,"Says Ted Cruz ""wanted to let in more Syrian refugees and give amnesty to illegal immigrants.""",3/31/2016,advertisement,Tom Kertscher,4/22/2016,https://www.politifact.com/factchecks/2016/apr/22/great-america-pac/pro-donald-trump-pac-hits-ted-cruz-amnesty-illegal/,2,false,,,,,"Says Ted Cruz ""wanted to let in more Syrian refugees and give amnesty to illegal immigrants.""",,No verdict,"Says Ted Cruz ""wanted to let in more Syrian refugees and give amnesty to illegal immigrants.""",2.0,false,"Says Ted Cruz ""wanted to let in more Syrian refugees and give amnesty to illegal immigrants.""",2.0,false,1,False,,,
389,17804,pants-fire,Bloggers,"""Archbishop Desmond Tutu dies while holidaying in Texas""",4/22/2018,blog,Miriam Valverde,4/23/2018,https://www.politifact.com/factchecks/2018/apr/23/blog-posting/website-falsely-claims-desmond-tutu-died-texas/,1,False,,,,,"""Archbishop Desmond Tutu dies while holidaying in Texas""",1.0,False,"""Archbishop Desmond Tutu dies while holidaying in Texas""",,False,"""Archbishop Desmond Tutu dies while holidaying in Texas""",,False,1,False,,,
390,8319,half-true,Mitch McConnell,"Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""",7/9/2014,social_media,Lauren Carroll,7/10/2014,https://www.politifact.com/factchecks/2014/jul/10/mitch-mcconnell/mcconnell-opponent-alison-lundergan-grimes-support/,3,False,,,,,"Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""",1.0,false,"Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""",5.0,false,"Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""",5.0,false,1,False,,,
391,9548,mostly-true,Kirk Watson,"Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to ""make the books look balanced.""",11/15/2010,speech,W. Gardner Selby,12/4/2010,https://www.politifact.com/factchecks/2010/dec/04/kirk-watson/kirk-watson-says-more-35-billion-intended-special-/,3,'no verdict',,,,,"Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to ""make the books look balanced.""",1.0,No verdict,"Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to ""make the books look balanced.""",2.0,True,"Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to ""make the books look balanced.""",2.0,True,1,'false',,,
392,13498,pants-fire,Bloggers,"Says Nancy Pelosi said, ""If impeachment fails, I will resign immediately.""",1/20/2020,social_media,Ciara O'Rourke,1/24/2020,https://www.politifact.com/factchecks/2020/jan/24/blog-posting/pelosi-still-isnt-promising-resign-if-impeachment-/,10,False,,,,,"Says Nancy Pelosi said, ""If impeachment fails, I will resign immediately.""",1.0,False,"Says Nancy Pelosi said, ""If impeachment fails, I will resign immediately.""",1.0,False,"Says Nancy Pelosi said, ""If impeachment fails, I will resign immediately.""",1.0,False,1,False,,,
393,2098,half-true,Wisconsin Manufacturers and Commerce,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",3/7/2022,advertisement,D.L. Davis,4/1/2022,https://www.politifact.com/factchecks/2022/apr/01/wisconsin-manufacturers-and-commerce/ad-claiming-evers-tried-make-us-pay-even-more-pump/,2,'false',,,,,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",1.0,No verdict,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",2.0,false,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",2.0,false,1,Not enough information,,,
394,10718,false,Facebook posts,"""Fauci just told us they found a (coronavirus) variant that ‘evades the test.’""",8/1/2021,social_media,Andy Nguyen,8/4/2021,https://www.politifact.com/factchecks/2021/aug/04/facebook-posts/fauci-did-not-say-there-was-covid-19-variant-can-e/,3,'no verdict',,,,,"""Fauci just told us they found a (coronavirus) variant that ‘evades the test.’""",1.0,No verdict,"""Fauci just told us they found a (coronavirus) variant that ‘evades the test.’""",2.0,False,"""Fauci just told us they found a (coronavirus) variant that ‘evades the test.’""",2.0,False,1,False,,,
395,15270,false,Texas Values,A proposed San Antonio ordinance will allow men into women’s restrooms in the city.,8/15/2013,email,Sue Owen,9/4/2013,https://www.politifact.com/factchecks/2013/sep/04/texas-values/san-antonio-ordinance-wont-allow-men-womens-restro/,3,false,,,,,A proposed San Antonio ordinance will allow men into women’s restrooms in the city.,1.0,No verdict,A proposed San Antonio ordinance will allow men into women’s restrooms in the city.,2.0,false,A proposed San Antonio ordinance will allow men into women’s restrooms in the city.,2.0,false,1,False,,,
396,16523,half-true,Instagram posts,"A video shows ""Dems caught not wearing masks"" at the White House.",5/20/2021,social_media,Bill McCarthy,5/24/2021,https://www.politifact.com/factchecks/2021/may/24/instagram-posts/video-maskless-democratic-lawmakers-was-captured-a/,3,No verdict,,,,,"A video shows ""Dems caught not wearing masks"" at the White House.",1.0,No verdict,"A video shows ""Dems caught not wearing masks"" at the White House.",3.0,False,"A video shows ""Dems caught not wearing masks"" at the White House.",3.0,False,1,Unverifiable,,,
397,415,pants-fire,Facebook posts,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking"" by Hillary Clinton.",3/24/2021,blog,Daniel Funke,3/25/2021,https://www.politifact.com/factchecks/2021/mar/25/facebook-posts/evergreen-ship-blocking-suez-canal-not-linked-hill/,10,False,,,,,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking"" by Hillary Clinton.",2.0,false,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking"" by Hillary Clinton.",10.0,false,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking"" by Hillary Clinton.",10.0,false,1,False,,,
398,13857,pants-fire,Facebook posts,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit""",3/14/2022,social_media,Madison Czopek,3/22/2022,https://www.politifact.com/factchecks/2022/mar/22/facebook-posts/no-word-alcohol-didnt-come-arabic-term-body-eating/,1,True,,,,,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit""",,true,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit""",1.0,true,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit""",1.0,true,1,True,,,
399,12790,half-true,Elizabeth Roberts,"""Two thirds to three quarters of people without [health] insurance in Rhode Island work.""",7/29/2012,meeting,C. Eugene Emery Jr.,7/8/2012,https://www.politifact.com/factchecks/2012/jul/08/elizabeth-roberts/ri-lt-gov-elizabeth-roberts-says-two-thirds-three-/,1,'true',,,,,"""Two thirds to three quarters of people without [health] insurance in Rhode Island work.""",1.0,no verdict,"""Two thirds to three quarters of people without [health] insurance in Rhode Island work.""",1.0,true,"""Two thirds to three quarters of people without [health] insurance in Rhode Island work.""",1.0,true,1,'true',,,
700,19406,mostly-false,Rick Scott,"Says Bill Nelson ""doesn’t pay payroll taxes for his employees. He doesn’t even provide them with health benefits. It’s stealing money from Medicare and Social Security.""",7/30/2018,campaign,Katie Akin,8/16/2018,https://www.politifact.com/factchecks/2018/aug/16/rick-scott/nelson-wasnt-paying-payroll-taxes-because-he-didnt/,7,False,,,,,"Says Bill Nelson ""doesn’t pay payroll taxes for his employees. He doesn’t even provide them with health benefits. It’s stealing money from Medicare and Social Security.""",1.0,No verdict,"Says Bill Nelson ""doesn’t pay payroll taxes for his employees. He doesn’t even provide them with health benefits. It’s stealing money from Medicare and Social Security.""",3.0,False,"Says Bill Nelson ""doesn’t pay payroll taxes for his employees. He doesn’t even provide them with health benefits. It’s stealing money from Medicare and Social Security.""",3.0,False,1,False,,,
701,6037,mostly-false,Rick Scott,"""We have spent $350 million to deal with sea-level rise"" in the Miami area and ""hundreds of millions of dollars to deal with coral reefs.""",10/21/2014,television,Amy Sherman,10/29/2014,https://www.politifact.com/factchecks/2014/oct/29/rick-scott/florida-spending-350-million-deal-sea-level-rise/,1,'no verdict',,,,,"""We have spent $350 million to deal with sea-level rise"" in the Miami area and ""hundreds of millions of dollars to deal with coral reefs.""",1.0,No verdict,"""We have spent $350 million to deal with sea-level rise"" in the Miami area and ""hundreds of millions of dollars to deal with coral reefs.""",1.0,true,"""We have spent $350 million to deal with sea-level rise"" in the Miami area and ""hundreds of millions of dollars to deal with coral reefs.""",1.0,true,1,'false',,,
702,16029,half-true,Facebook posts,"""More people, aged 18-45, died of Fentanyl overdoses in 2020 than covid, car accidents, cancer, + suicide combined.""",12/19/2021,social_media,Louis Jacobson,12/23/2021,https://www.politifact.com/factchecks/2021/dec/23/facebook-posts/fentanyl-deaths-spike-facebook-post-overstates-how/,1,'false',,,,,"""More people, aged 18-45, died of Fentanyl overdoses in 2020 than covid, car accidents, cancer, + suicide combined.""",1.0,False,"""More people, aged 18-45, died of Fentanyl overdoses in 2020 than covid, car accidents, cancer, + suicide combined.""",3.0,False,"""More people, aged 18-45, died of Fentanyl overdoses in 2020 than covid, car accidents, cancer, + suicide combined.""",3.0,False,1,False,,,
